text,label
i am always amazed at your resilience to keep on going into the night shift is it really better than the to ghetto,"[1, 0, 0]"
tony drinking sloppily and saying what i cunt hear you bare ass me again,"[1, 0, 0]"
hopefully not back in da ghetto,"[0, 0, 1]"
lol find a redneck from oakleaf to take you,"[0, 0, 1]"
i can tell from this tweet that youre a twat,"[1, 0, 0]"
maam did you clear that tweet with thecareful they may brand you race traitor for the nerve of thinking,"[0, 0, 1]"
your opinion plz when election over will there be any improvement or will bo still be allowed to trash america,"[0, 0, 1]"
timber nigger,"[1, 0, 0]"
in this world we dont spank the monkey the monkey spanks us,"[0, 0, 1]"
i got hoes in different area codes,"[1, 0, 0]"
i roll up to a bitch an dey like ,"[1, 0, 0]"
tims a pussy,"[1, 0, 0]"
hey nig,"[1, 0, 0]"
get me a bag of those pink n white coloured van sweets please thanks dude ,"[0, 0, 1]"
thats what i thought pussy,"[1, 0, 0]"
whats your youtube channel then faggot,"[0, 1, 0]"
youre not fucking relevant you get followers from follow trains and then unfollow people because youre a faggot,"[1, 0, 0]"
nigger,"[1, 0, 0]"
bitch slap that assholewith a chair,"[1, 0, 0]"
just saw your black nra skit it was vile youre not funny was a fan of yours not anymore cunt,"[1, 0, 0]"
okay but im the shit hoe,"[1, 0, 0]"
yall gots to take da colored vacation kentucky fried chicken but only da white meat,"[0, 0, 1]"
i wouldnt be proud that faze is in your family hes horrible for one and two hes ugly trailer trash fazeisgay,"[0, 1, 0]"
that bitch is so stupid its the bey hive not the bee hive lil kim was the queen b bey is queen b,"[1, 0, 0]"
no bitch,"[1, 0, 0]"
real shit that light armor is a bitch to find tho,"[1, 0, 0]"
this bitch is rting hella cheese tweets right after i said i was lactose intolerant why you gotta do that to me c,"[1, 0, 0]"
and yes i said spitted bitch,"[1, 0, 0]"
you a bitch for,"[1, 0, 0]"
hoe the cookie crisp cop is on the case,"[1, 0, 0]"
why you gotta phone in your avi texting but you got negative bitches,"[1, 0, 0]"
and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass,"[1, 0, 0]"
if your going to talk shit at least back it up and fight bitch ass nigga i swear u niggas from are fake pussy boy,"[1, 0, 0]"
lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy,"[1, 0, 0]"
oh woulda coulda shoulda ass niggas bitch ass nigga what u bout oh ban wagging ass nigga catch your phase,"[0, 1, 0]"
you talkinfgalot of shit but you cant back dem words up tho bitch ass nigga u not talking about fighting,"[1, 0, 0]"
yeah and youre gonna play with retards who wanna do drugs all day but ,"[0, 0, 1]"
bitches need guidance lol,"[1, 0, 0]"
now if you photshopped pinhead like johngalt with pistons instead of faggot needlesgt i might be impressedgt gay,"[1, 0, 0]"
photos kate upton cheers on the yankees at last nights game ,"[0, 0, 1]"
i think hes retarded or somethin ,"[1, 0, 0]"
come to the davis show and celebrate with me you retard,"[1, 0, 0]"
eye witness joel is a faggot,"[0, 1, 0]"
yeah hoe,"[1, 0, 0]"
dont think anyone is mocking the man ive seen people mock the bespectacle of social media mourning cultural zeitgeist of,"[0, 0, 1]"
i love her too much maybe one of my bitchier birds,"[1, 0, 0]"
you getting new pussy and not sharing,"[1, 0, 0]"
i seeing ppl saying running a train on a bird and a parry is the same thing but das not what i knowso looking for clarity,"[0, 0, 1]"
i thought he would think it was cuteyou know like when you shut your clam up for minutes dunce,"[0, 0, 1]"
wya bitch,"[1, 0, 0]"
im redneck crazy,"[0, 0, 1]"
and i believe we all evolved or whatnot but i find it hard to believe that we all came from apes,"[0, 0, 1]"
just pulled out his pocket constitution bring it manjust mocked mccains wackobirds comment hahaha standtall,"[0, 0, 1]"
deep in my pussy were your tongue should be dial if you need halp,"[1, 0, 0]"
faggot,"[0, 1, 0]"
you were supposed to hang w me this week nigger,"[1, 0, 0]"
doubt it cause a bitch aint nothing but a nigga downfall,"[1, 0, 0]"
only great thing these bitches can offer ,"[1, 0, 0]"
she said she aint tricking off on them hoesllsfoolish,"[1, 0, 0]"
bad bitch with an open mouth,"[1, 0, 0]"
trying to get a job after age is a real bitch let alone a new career out of work years about to be homeless,"[1, 0, 0]"
cunt nigger fuck balls tits cocksucker piss dick kike if you cant take swearing dont go on the god damn internet,"[1, 0, 0]"
im finna get my leg dne amp my hands catch up hoe,"[1, 0, 0]"
good one fag boy,"[1, 0, 0]"
okay closet fag,"[0, 1, 0]"
i remember a time when hilfiger wus seen as being above polountil he said he aint wan niggers wearing his ish,"[1, 0, 0]"
cunt,"[1, 0, 0]"
bitch u lame as fuk lol,"[1, 0, 0]"
yea ion do brussel sprouts i barely do cordon bleu but i wanted to try something dif i get tired of nigger foods,"[1, 0, 0]"
ok so for what reason did god make parasitic worms whose sole purpose is to burrow into the eye of a small african child,"[0, 0, 1]"
lol u knw dem project bitches be having dem light brown roaches we call dem water bugs ,"[1, 0, 0]"
lmao dude you said we would get no commitment from saudi arabia or jordan how does crow taste more proof you are full of it,"[0, 0, 1]"
you sure and lmao pussy,"[1, 0, 0]"
heyhoe di doedat is funny if its da girl,"[1, 0, 0]"
chad reeds a fag hes a th kinda guy,"[1, 0, 0]"
ya fag,"[0, 1, 0]"
a bright neon yellow gauntlet,"[0, 0, 1]"
you be fucking with to many hoes ,"[1, 0, 0]"
ahmed and retard mikey for special olympic boxing,"[0, 1, 0]"
lol thats basically like the you got too many hoes curve,"[1, 0, 0]"
with your height yeah chunky bitch,"[1, 0, 0]"
just called me a basic bitch and im not sure how i feel about it,"[1, 0, 0]"
and retarded love is always retarded sentimental,"[1, 0, 0]"
what a little bitch,"[1, 0, 0]"
follow me u sexy bitch,"[1, 0, 0]"
lebron is a bitch damian,"[1, 0, 0]"
those guys are pussies ,"[1, 0, 0]"
there is a bird here on the ground and its still alive i cant believe it,"[0, 0, 1]"
and does he know youre calling him a fag,"[1, 0, 0]"
shiddd add me i a turn that bitch up lmao,"[1, 0, 0]"
i will literally confront some bitch asses fo reall trill,"[1, 0, 0]"
das calld usen yo brain retard y would i whoop yo ass n front of da police,"[0, 1, 0]"
i can guarantee a few things youre white youve never been anywhere near a real ghetto you or a relative is a pig ,"[0, 1, 0]"
photoshop my nig,"[1, 0, 0]"
bitchk,"[1, 0, 0]"
are the guns for being a bad bitch ,"[1, 0, 0]"
damn i just got called a hoe,"[1, 0, 0]"
go get that sum bitch,"[1, 0, 0]"
remember that african bitch we used to work with at cmi,"[1, 0, 0]"
right these bitches be like damn i hope i get this job at target bitch do better still livin with ya momma ass hoe,"[1, 0, 0]"
hey hun,"[0, 0, 1]"
billy goat hillbillies you sucking amp fucking you disgraceful brazzen faced unabashed pig,"[1, 0, 0]"
best believe we aint no christian slave brainwash black spooks miss white man unlike yoself she devil,"[0, 1, 0]"
at the end of the day they call yo dumb ass monkey pickananny hoe but u luv them white devils,"[0, 1, 0]"
in other words you are accustomed to niggers so muchyour almighty one can be next to u but yo nigger,"[1, 0, 0]"
will convince u that is a lame you a nigger liver believes it cuz you a nigger whore,"[0, 1, 0]"
i dont give a flying fuck what a teabagger piece of human garbage like you thinks ,"[0, 1, 0]"
you are a teabagger scum who wants to threaten people with his penis extender you are a danger to this country,"[0, 1, 0]"
hahahah for reals he was like this bitch crazy lol,"[1, 0, 0]"
is out of wedlock births a lie latinos in nd place mostly driven up by illegal aliens w anchor babies,"[0, 0, 1]"
you did you crushed his i got me an exotic bitch dreams,"[1, 0, 0]"
if only there was a medal for that we hate fags but we wont kill them medal thank u for the privilege to let fags live,"[0, 1, 0]"
ignore sorry i called you a bitch uncalled for,"[1, 0, 0]"
gotta turn the hoe into housewife,"[1, 0, 0]"
besides ur imposter idol looks nothing like the word of god described the saviour of israel in revelations envious bitch,"[1, 0, 0]"
that was my mock done on a simulator check it out pick your team how many rounds and go for it,"[0, 0, 1]"
she colored not lebanese,"[0, 0, 1]"
shame of you selfhating kike we jews are gds chosen people,"[0, 1, 0]"
you callhouse nigger and shes the racist fathom the hypocrisy in that statement,"[0, 1, 0]"
if the bitch dont like it she cant be my bitch,"[1, 0, 0]"
facts idc iont have no bitches so im good lol,"[1, 0, 0]"
are you sure about that slant theyre plagiarists and you have no idea who i am,"[0, 0, 1]"
i fuckin want outgt im tired of this bullshit faggot ass closet racist wannabecommunewithoutrailroad stategt cali,"[0, 1, 0]"
honestly thats where im the most retarded and is why stuck as artist hoping for a fair dealermanager situation,"[0, 0, 1]"
what u doing bitch boy,"[1, 0, 0]"
i texted u fag,"[1, 0, 0]"
thats my lil nigga in the middle i was locked wid bitch,"[1, 0, 0]"
this was my nigga in that bitch man,"[1, 0, 0]"
they made up endearing names for us like nigger spook amp monkey,"[1, 0, 0]"
ooo logan pulling bitches,"[1, 0, 0]"
you bad little bitch,"[1, 0, 0]"
mhmm tweet bird ,"[0, 0, 1]"
lmao lets hangout this weekend hoe,"[1, 0, 0]"
no im pimping out you and those guys at the park playing bitch volleyball hairychestsdoee,"[1, 0, 0]"
will never happen faggot got complemented on it today at golf byseveral times ,"[1, 0, 0]"
faggot,"[0, 1, 0]"
hii fag ,"[1, 0, 0]"
is the biggest faggot in the world,"[0, 1, 0]"
where have you been hoe,"[1, 0, 0]"
just like when i call someone a nigger its not because theyre black its about how they act like a nigger,"[0, 1, 0]"
careful they might try to queer ya,"[1, 0, 0]"
oh i see part of a giant govt take over eh stockboy you are a joke of a representative dumb teabagger,"[1, 0, 0]"
bullshiti guess the poor have all the moneytax money movers at same rate as working peopleyou teabaggers are traitors,"[1, 0, 0]"
didnt you propose the brilliant idea of college students packing heat you are a savant dumbass teabaggers,"[1, 0, 0]"
hes just a friggin idiot that can say anything and his redneck teabagger constituants buy it they love stupid people,"[0, 1, 0]"
hey turd cutterstop tweeting juvenile shit and do your jobidiot teabagger,"[1, 0, 0]"
stockboy u should talk u tweet lies and childish shit about obamayoure very unqualified you only appeal to dumb rednecks,"[1, 0, 0]"
you teabagger dunces want to eliminate education all together so you can groom more teabag voters lolthedumbestteabagger,"[1, 0, 0]"
you are a lazy redneck get back to work governing stay off twitter with your lying bullshitstockmantheliar,"[1, 0, 0]"
how much knob do you gobble in one day youre in over your head what a blockhead you are,"[1, 0, 0]"
its all about you and white conservative teabaggers you all make the world go round please be our rulersstockboy,"[0, 0, 1]"
anti american republicans and teabaggers stop forcing ur religion on the rest of us stockman u dont prayliar,"[0, 0, 1]"
ted cruzleaderlol lol lol lol lol omg lol lol lol lol lol you are a funny ass rednecklol lol lol lol lol,"[1, 0, 0]"
friggin red state pussy republican the parent too,"[1, 0, 0]"
golly wompers and dad gum son you lyin cheatin scoundrels fucking did it man up and own it ya chicken shit pussy republican,"[1, 0, 0]"
stockboyeveryone mocks you,"[0, 0, 1]"
bush took times as many vacations republican teabaggers are pusseswah,"[1, 0, 0]"
pay your taxes teabaggers,"[0, 0, 1]"
you havent evolved as a human being typical meathead redneck i pity you you dont know what freedom is about,"[0, 0, 1]"
wise decisionthis alfie must be a right mong,"[0, 0, 1]"
tf get me on that bitch stat,"[1, 0, 0]"
bye youre a queer,"[0, 1, 0]"
my boots get me bitches so,"[1, 0, 0]"
what a retard,"[1, 0, 0]"
all he ever does is fav fuckin cunt,"[1, 0, 0]"
people bitch because they lose an hour of sleep today but it evens out and we get more daylight,"[1, 0, 0]"
this is a joke right youre on here like ugh i wish i was a jap and tweeting in gook and shit and jerkin to hentai,"[0, 1, 0]"
looks like a lesssquintyeyedto me hmm,"[0, 0, 1]"
your mother looks like a toughasnails birdi see where you got of that from nice food too,"[0, 0, 1]"
report me for what bitch you need to read the twitter rules and guidelines this aint facebook cunt,"[1, 0, 0]"
eat my pussy,"[1, 0, 0]"
their tortillas are trash though,"[0, 0, 1]"
yes hoe you always had the camera,"[1, 0, 0]"
bitch you look like a shamu go back to seaword,"[1, 0, 0]"
i eat dat chicken out your love box baby lovin a white woman while eatin chicken a colored mans dream,"[0, 0, 1]"
dem hoes twatchin right nie dey need uh answer,"[1, 0, 0]"
room temp cus i have sensitive bitch teeth _,"[1, 0, 0]"
youtube bear vs monkey bike race,"[0, 0, 1]"
bitch trying to turn this shit like facebook,"[1, 0, 0]"
abouta get him some crayons and animal crackers after pm ,"[0, 0, 1]"
im highly upset dat des bitches tryanna clown me on a media sight bitch i aint going,"[1, 0, 0]"
im going to show these bitches how its done ,"[1, 0, 0]"
theyre so goooood i just want like a savoury salty cheesy cracker,"[0, 0, 1]"
johans a free agent harveys hurt you retard and its valverde ignorance,"[1, 0, 0]"
yea i listen to that hoe when i wake up,"[1, 0, 0]"
come see me anyone named swagner is obviously a pussy,"[1, 0, 0]"
thanks ya fucking hoser,"[1, 0, 0]"
happy happy helloween helloween whoa oh whoa ho,"[0, 0, 1]"
where are the birds at wasnt it port where birds were all over,"[0, 0, 1]"
u see a lame in that pic ofmine due to your infatuation with niggers im hebrew i fite the children of satan in the streets,"[0, 1, 0]"
no bitch linda over kod,"[1, 0, 0]"
fuck miley tranny looking now damn ass nigga,"[0, 1, 0]"
say that hoe has sparked a many a blunt since you left it,"[1, 0, 0]"
girl thats all these hos need they dont care ,"[1, 0, 0]"
thats what i thought pussy,"[1, 0, 0]"
yellow ,"[0, 0, 1]"
no ur the blind bitch dude in the video is way skinnier,"[1, 0, 0]"
im not a liberal amp i support changing the name it transcends standard political grandstanding,"[0, 0, 1]"
then send this one to your teabagger friends and watch their heads explode,"[0, 0, 1]"
one less little nigger that would grow up into a big nigger,"[0, 1, 0]"
bitch answer my calls,"[1, 0, 0]"
bitch smd,"[1, 0, 0]"
those crackers will leave you parched asf,"[0, 0, 1]"
mickey mouse ears hatand tail for that matter,"[0, 0, 1]"
feel same way about new england patriots amp new york yankees but unlike u ive worked in boston amp nyc texas prison is upgrade,"[0, 0, 1]"
,"[0, 0, 1]"
so trash,"[0, 0, 1]"
well since you is blood you get a g pass but only this time and i wont tell wop about that lyric situation,"[0, 0, 1]"
that bitch bouta be zooted,"[1, 0, 0]"
im coolin you know me same ole shit different day my nig,"[1, 0, 0]"
lmao pussy,"[1, 0, 0]"
lets go right now bitch and i knocked you last time lets fight right now,"[1, 0, 0]"
morphing into charlie weis will never cease to be disturbing,"[0, 0, 1]"
he killed that hoe though,"[1, 0, 0]"
lmaoooo i know taylor in brazil eating that overseas pussy,"[1, 0, 0]"
lmaooooo bro you still got that shit you are a hoe we boxing when you come back nigga,"[1, 0, 0]"
you a hoe for that im rolling ,"[1, 0, 0]"
you got some more hoe,"[1, 0, 0]"
not only that after he pushed him he stepped back lolol that was some pussy shit,"[1, 0, 0]"
so was i cunt welcome to twitter,"[1, 0, 0]"
you gay gabrielle bad as fuck even though the other bitch bad you cant cheat on a dimefoh lol,"[1, 0, 0]"
thats not how you resist you worthless retard do you need a dictionary,"[1, 0, 0]"
but a wannabe ghetto white girl will deal with an unaccomplished black man for more than sex,"[1, 0, 0]"
i know that bitch dont going nomo,"[1, 0, 0]"
the truth hurts nigguh,"[1, 0, 0]"
ive been knowing fag,"[0, 1, 0]"
if you decide to do damara you should make her a gladiola we have gorgeous rustcolored ones coming up over here,"[0, 0, 1]"
idc i can still get it thats my pussy,"[1, 0, 0]"
lol imma look at a bitch ass if i wanna,"[1, 0, 0]"
aint say its wrong but its just as stupid as hoes showing up to get attention from dudesno one is bigger than the game,"[1, 0, 0]"
she like imma stop talking to you because you vibing in them headphonestalk to me and come get this pussy in other words,"[1, 0, 0]"
cuz the whole team trash,"[0, 0, 1]"
truuuu bitches dont have any respect for themselves so im with you on the shit talkin lol,"[1, 0, 0]"
faggot,"[0, 1, 0]"
you have your nips pierced too ,"[1, 0, 0]"
fuck em right in the pussy,"[1, 0, 0]"
hes trash,"[1, 0, 0]"
dumb nigger,"[1, 0, 0]"
yellow in paris fantastic effort from allezwiggo and vroomfroomenow just the last stage up for grabs gocav tdf,"[0, 0, 1]"
hoes will be hoes nothing but something guys just dispose truthbetold,"[1, 0, 0]"
why did they add your name all ghetto like that looks like they used label maker lol,"[0, 0, 1]"
why werent you so gung ho when you got drafted instead of shitting yourself you seem like another repcon chicken hawk,"[1, 0, 0]"
and im beautiful bitch,"[1, 0, 0]"
hoes are more fun,"[1, 0, 0]"
i aint shit you aint shitbitch we meant for eachother,"[1, 0, 0]"
nah bitch you like pookie from new jack city,"[1, 0, 0]"
shut up bitch,"[1, 0, 0]"
shit trash,"[1, 0, 0]"
why lil ricky stole mj chain and tried to flex with the bitch in his avi,"[1, 0, 0]"
nope definitely retarded,"[1, 0, 0]"
the moors used to give kids free lunch in the bronx when i was a kid glad to see they are still doing good,"[0, 0, 1]"
drinking a bitch beer outta a badass kuzie,"[1, 0, 0]"
lol naw that bitch was just a sociopath,"[1, 0, 0]"
you can bet valerie jarret has her hands all over this humanitarian crisis i didnt vote for that commie bitch,"[1, 0, 0]"
got it thanks hun ima text u,"[0, 0, 1]"
we in dis hoe imma get her too lmfaoooo,"[1, 0, 0]"
no one asked bitch,"[1, 0, 0]"
low blow cuntface how many times the yanks beat us in the playoffs these last or so years,"[1, 0, 0]"
bitch please not gonna happen nope,"[1, 0, 0]"
fuck them bitches i hope navy beat em this week@__trail__,"[1, 0, 0]"
fuck you bitches,"[1, 0, 0]"
thank you i hate you eat poison fall down run face first into a wall yankees missed the playoffs,"[1, 0, 0]"
that just happened to be the year we lost a one game playoff to them bitches from the bitch ass twin bitches lucky for you,"[1, 0, 0]"
he probably took off a point because gibbs isnt from the east coast and says hoes,"[1, 0, 0]"
in that i get more bitches than you if so you right,"[1, 0, 0]"
bitch ass nigga heres a new belt for you ,"[1, 0, 0]"
nick background my nigger,"[1, 0, 0]"
okay and melo bitch ,"[1, 0, 0]"
straight pussy,"[1, 0, 0]"
fuckin pussy haha,"[1, 0, 0]"
you didnt even catch it pussy,"[1, 0, 0]"
gobble de gook,"[0, 0, 1]"
i love you hoe hahahhaa uglyass,"[1, 0, 0]"
trash,"[0, 0, 1]"
aahahah who the fuck watches that trash,"[1, 0, 0]"
thanks little bitch ,"[1, 0, 0]"
already know juss ordered some of this for the weekendfor tha white hoes ,"[1, 0, 0]"
bitch ask a day off,"[1, 0, 0]"
bitch those are the same options,"[1, 0, 0]"
bring bitches,"[1, 0, 0]"
lol youre retarded ,"[1, 0, 0]"
need to get outta that bitch meridian all bad now but as long as you getting that paper you good,"[1, 0, 0]"
im omy to the movie right now and im literally gonna slap a bitch if they scream or some shit,"[1, 0, 0]"
i dont think he can beat mayweather but hes far from trash unlike floyd he actually put maidana down,"[0, 0, 1]"
my father was born in nanticoke and attended lehigh im a ct yankee but love the pennsylvania dutch cooking ,"[0, 0, 1]"
call me bitch again and see if i dont slap the sexy out of your mom and have justin timberlake bring it back,"[1, 0, 0]"
whoa sorry for the spell check error its not ho it was hey so sorry,"[0, 0, 1]"
we outchea bitch,"[1, 0, 0]"
csgo bitch,"[1, 0, 0]"
hi yeah trolls are annoying but dont concern yourself with them theyre all twats amp have no life lol just ignore them x,"[1, 0, 0]"
do birds have a out of wedlock rate is it white fathers that are running away,"[0, 1, 0]"
dont like to trash talking either way but to be fair thats just on twitter im having a ball on texts,"[0, 0, 1]"
well then with all further ado get da fock out ya lil bitch,"[1, 0, 0]"
faggot scoon you wanna ball,"[1, 0, 0]"
stfu trash,"[1, 0, 0]"
pull the trigger bitch,"[1, 0, 0]"
youre a little bitch,"[0, 1, 0]"
i liked the day a bird got in your classroom,"[0, 0, 1]"
any more birds in school,"[0, 0, 1]"
you rebel next youll be ripping mattress tags off its a slippery slope,"[0, 0, 1]"
cause it would their tip hand instead they whine like little bitchesgt,"[1, 0, 0]"
nope btw yous a hoe lol,"[1, 0, 0]"
oh well turns out that baby aint mine does jig,"[0, 0, 1]"
yesterday twitter was telling them same dudes that pussy was the best so have faith,"[1, 0, 0]"
have you looked yourself this is funny this is like obama saying he is good for the economy hipster faggot funny though,"[1, 0, 0]"
hes a pussy,"[1, 0, 0]"
all haha because im thinkingofyou and your dirtylove sexxy bitch,"[1, 0, 0]"
aww y u so mad tho a successful man lmfao hut hugging as faggot,"[0, 1, 0]"
if you gotta shout u a bad bitch u aint a bad bitch ,"[1, 0, 0]"
boooooooo that was trash,"[0, 0, 1]"
do yourself a favor and ball that up and throw in the trash,"[0, 0, 1]"
whatever lol my tan line is retarded lol was that other tweet a subtweet,"[1, 0, 0]"
you real quiet son made charlie is shit and steelers too loser,"[1, 0, 0]"
i like where ur domes at smart,"[0, 0, 1]"
has to be live version pulledpork clams babyjesus lilsmokey,"[0, 0, 1]"
pitch chip and slide ur dick in tight clam love it mywife,"[1, 0, 0]"
the early bearded man gets the clam herkfacts,"[0, 0, 1]"
haha the little shit talkier brought his other bitch,"[1, 0, 0]"
bitch go shoot some balls of paint ole hobby finding ass,"[1, 0, 0]"
lol autocorrect is a bitch but voice recognition is much faster than typing,"[1, 0, 0]"
can fucking a fat bitch be considered a threesome ,"[1, 0, 0]"
but if we loved again i swear id love you right btw bitch you better not be googling these lyrics mine is from the lt,"[1, 0, 0]"
this is true that bitch has two accounts @poniesforever,"[1, 0, 0]"
i also like flip a bitch which is gabbys qualitywords,"[1, 0, 0]"
i know hoe,"[1, 0, 0]"
no hes an asshole amp is like i have neck problems amp cant sleep that way u lil bitch,"[1, 0, 0]"
them bitches uggo as fuck too,"[1, 0, 0]"
you a hoe ass savage this shit brings up memories so cook on my g,"[1, 0, 0]"
big birds big peckers they always mad cause they only get laid once and thats by their mother,"[1, 0, 0]"
maybe he can call hootie back up he dont answer me anymore but still have crows,"[0, 0, 1]"
gotta get my superbowl shirt at the cleaners then we hitting the big bird,"[0, 0, 1]"
now beaners drive em,"[1, 0, 0]"
they best not fuss about this basement bitch is like a skating rink ,"[1, 0, 0]"
andare faggots kbye,"[0, 1, 0]"
all the thirsty hoes lol,"[1, 0, 0]"
im the type to put that bitch in a river so you can gtf out my locations lol,"[1, 0, 0]"
and its people like you that give us all a bad name you are a disgusting piece of shit of a person a nigger is what you are,"[0, 1, 0]"
dude fucking mono sucks and my bed is trash,"[1, 0, 0]"
thats nate dumbass we all just mock him,"[1, 0, 0]"
sauerkraut saul is a punk ass bitch,"[1, 0, 0]"
you do it to us so payback is a bitch hahaha lt happy valentines day though,"[1, 0, 0]"
good one you fucking bitch ass,"[1, 0, 0]"
what are you gonna do ima chase you out the club like mobb deep did to you pussy,"[1, 0, 0]"
that explains you cause all you do is bitch and whine,"[1, 0, 0]"
lmao your just a dumb hoe that budden made popular please stop your irrelevant and no one cares about you slut,"[1, 0, 0]"
pot of gold ass nigguh,"[1, 0, 0]"
you are not a catyou are a pussy black bored kid kills a cop by starting a firewhere is the outrage you phony @fnthefive,"[1, 0, 0]"
word bird,"[0, 0, 1]"
i think you should reconsider hes a little bitch to the one true god almighty cthulhuplease for your soul seany,"[1, 0, 0]"
quit being being a pussy yourself and call them out by first and last name plus ssn ya poon,"[1, 0, 0]"
subtweeting and using hashtag oomf whats the difference p jk just jerkin yo dick ya nigger faggot,"[1, 0, 0]"
would help for some others cant handle uppers and cripples them plus if moderation isnt taken into consideration itll be bad,"[0, 0, 1]"
them hoes are clean,"[0, 0, 1]"
or a celebrity poor bitches,"[1, 0, 0]"
gator bait ,"[0, 0, 1]"
ha he aint welcome in washington state or nashville serpas is straight trash,"[0, 0, 1]"
my problem is that i love bad bitches,"[1, 0, 0]"
and youre a vegetarian pussy,"[1, 0, 0]"
he a bitch you should do it,"[1, 0, 0]"
bitch yo muthafukin ass reacting off that vain females tweet amp dont no the context her dumb ass dont neither,"[1, 0, 0]"
say that shit to my face bruh you a bitch for gettin in a man u dont know business handle yo own shit,"[0, 1, 0]"
and stop covering yo goddamn face like the kkk yo yung silly ass co signing for pussy,"[1, 0, 0]"
no shit you are what euros would call a typical american fat as fuck and goes to eat fast food all the time dumb bitch,"[1, 0, 0]"
pussy,"[1, 0, 0]"
fuck up pussy,"[1, 0, 0]"
id rather ask yours is she a nappy headed hoe too and is your grandma as well id be ashamed to be in your family,"[1, 0, 0]"
nappy headed hoes cant call anyone ugly stop embarrassing yourself pls,"[1, 0, 0]"
so fucking annoying when a hoe is like omg relationship goals like close your legs get dressed and do something about it,"[1, 0, 0]"
you are a pussy without your guns bitch as spic your daddy doesnt even respect the sperm he drop in your moms stank pussy,"[0, 1, 0]"
yankees like florida state not floridians,"[0, 0, 1]"
yass bitch yass ,"[1, 0, 0]"
my momma saw how the girls danced and was like grandma was like shake that ass hoe,"[1, 0, 0]"
oh u can dog her out but dont show that hoe no love if u doing it with ya ol lady,"[1, 0, 0]"
so some of yal bitches need to stock up on jello to fix yal broke up ass personalities ,"[1, 0, 0]"
rip plate brownies large tea fries beans potato salad poboy,"[0, 0, 1]"
it does you and all your hipster friends are ugly as fuck and yo pussies all stank,"[1, 0, 0]"
straight off the bench ned worldcup,"[0, 0, 1]"
coming to the rescue of some retard licking dirty skidmarks on the internet you guys are fucktards,"[0, 1, 0]"
rather be an ultra fag than get an on my act and go to fgcu zing,"[1, 0, 0]"
little punk we should send his ass to iraq for a few weeks little bitch would come home amp kiss the ground,"[1, 0, 0]"
taylor wack ass bitch nigga,"[1, 0, 0]"
vegeta is a little bitch teamgoku,"[1, 0, 0]"
you is a hoe,"[1, 0, 0]"
how are yankees games on the radio good announcers,"[0, 0, 1]"
how do yankees fans look back on gary sheffields time with the team,"[0, 0, 1]"
some mets fan tried telling me rivera isnt of the best yankees of all time because he is just a closer wtf,"[0, 0, 1]"
i glads dis colored man cans be of soyvice fo da white man,"[1, 0, 0]"
im not yellow im sorry,"[0, 0, 1]"
yay im a whitey ,"[0, 0, 1]"
nfl forgetabout they got until february its the pennant race lets go yanks,"[0, 0, 1]"
hes been drinking too much of that shitty canadian hoser beer eh,"[1, 0, 0]"
a would expect nothing less from your dominion oh by the way sec bitches,"[1, 0, 0]"
wilde nog even checken op twitter hoe het ging maar had zon heftige wond niet verwacht heftig sterkte amp beterschap hoor,"[1, 0, 0]"
ill scream from france for you tom iu iubb hoosiers creanandcrimson,"[0, 0, 1]"
what now bitch,"[1, 0, 0]"
of bcs titles mil in revenue its great being in a redneck conference and not in ohio,"[0, 0, 1]"
come over queer,"[1, 0, 0]"
hey fag gag on my clappmeat,"[1, 0, 0]"
tounge punching smelly turtle pussy,"[1, 0, 0]"
bitch lol,"[1, 0, 0]"
fuck i look like shopping at that trash ass store,"[1, 0, 0]"
pussy pussy pussy marijauna wannnnaaa,"[1, 0, 0]"
lol i feel like a punk bitch sittin in here with all the lights on ,"[1, 0, 0]"
republican teabaggers should be jailed for treason,"[0, 0, 1]"
faggot is a public spectacle most gays are not fags public display gets public opinion,"[1, 0, 0]"
bitches aint shit but hoes and tricks thuglife,"[1, 0, 0]"
yeah the internet def taught me a bitch cant twerk if she talkin bout voting,"[1, 0, 0]"
thats actually nonenglish because okiecops are filthy white trash who are all criminals,"[0, 1, 0]"
i didnt make to any games last season just looked it up astros open up with the yankees st of april,"[0, 0, 1]"
i thought you would like him cause of the chi but yeah he a faggot,"[0, 1, 0]"
once fag you got pressed to the ground hang up your cleats n never put them back on or think about it,"[0, 0, 1]"
you unfollowed me because you think youre the shit and use follow trains to gain and then just unfollow cause youre a pussy,"[1, 0, 0]"
this bitch has brain damage,"[1, 0, 0]"
bitch,"[1, 0, 0]"
bitch ill fuck you up,"[1, 0, 0]"
lmao take off thru quavo cant do shit but make hooks offset da only solid but i kno niccas been tellin him dat,"[1, 0, 0]"
that hoe is like ,"[1, 0, 0]"
bitch you can tweet but not answer,"[1, 0, 0]"
ayyyyyyeeeeee my nigga back in the bitch,"[1, 0, 0]"
mite hit the rec i know cell marcus and jax gone try to hit that hoe,"[1, 0, 0]"
couldnt help it man niggas pussy for robbing a chick and shootin her,"[1, 0, 0]"
the way he raps about fucking my bitch amp banters about having more money than me is so entertaining its crazy @kingl,"[1, 0, 0]"
i swear des hoes just making up challenges now,"[1, 0, 0]"
